index,brand,model,Specification,Device,price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty
354,acer,Acer Aspire 5 A514-56M NX.KH6SI.001,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Gaming Laptop,56990,56,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
355,acer,Acer Aspire Lite AL15-41,AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11,Laptop,39800,62,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
356,dell,Dell Inspiron 7430 IC7430MH5K0M01ORS1,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,88990,64,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
357,lenovo,Lenovo IdeaPad Gaming 3 82K101LJIN,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,55190,70,intel,core i5,4,8,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
358,hp,HP Omen 16-XD0007ax,AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,112990,76,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
359,asus,Asus Vivobook Pro 15 OLED M6500QC-LK751WS,Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph,Laptop,86500,67,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
360,msi,MSI Vector GP68 HX 13VG-214IN,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,199990,80,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
361,dell,Dell G15-5530 15 2023,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,105490,75,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
362,lenovo,Lenovo IdeaPad Flex 5 82R9008FIN,AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,61990,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,TRUE,14,1920,1200,windows,1
363,asus,Asus Vivobook Go 14 E1404FA-NK547WS,Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11,Laptop,47550,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
364,asus,Asus Vivobook 15X OLED M3504YA-LK552WS,AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home,Laptop,64990,65,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
365,lenovo,Lenovo Thinkpad L14 Gen 2 20X1S10V00,11th Gen Core i3/ 8GB/ 512GB SSD/ DOS,Laptop,49499,54,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,dos,3
366,lenovo,Lenovo V15 G4,AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,36990,53,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
367,hp,HP Omen 16-k0789TX,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,90999,72,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
368,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00WXIN,12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home,Laptop,34590,57,intel,core i3,6,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
369,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00ERIN,AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home,Laptop,32490,56,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
370,asus,Asus Vivobook 16X K3605VU-MB541WS,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Laptop,99111,69,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
371,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,55700,69,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
372,hp,HP 250 G9 7M657PA,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,35900,60,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1366,768,windows,1
373,lenovo,Lenovo IdeaPad Gaming 3 82SB00V5IN,AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,70190,67,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
374,lenovo,Lenovo Yoga 7 82YL0095IN,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,Laptop,92190,75,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,TRUE,14,2880,1800,windows,1
375,asus,Asus Vivobook Go 14 E410KA-EK013W,Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home,Laptop,27990,45,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
376,asus,Asus Vivobook Pro 15 OLED M6500QC-LK741WS,Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Laptop,79970,63,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
377,acer,Acer Chromebook CB314-3H NX.K04SI.008,Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS,Laptop,23990,38,intel,celeron,2,2,8,SSD,64,No secondary storage,0,intel,integrated,FALSE,14,1080,1920,chrome,1
378,dell,Dell Inspiron 3520 IN3520KTMFJS01ORS1,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,51487,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
379,lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN,AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,51990,63,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
380,dell,Dell Inspiron 7430 2 in 1 2023,13th Gen Core i3/ 8GB/ 256GB SSD/ Win11,Laptop,56990,57,intel,core i3,6,8,8,SSD,256,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
381,hp,HP Omen 17-ck2011TX,13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph,Gaming Laptop,342500,88,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,17.3,2560,1440,windows,1
382,zebronics,Zebronics Pro Series Z ZEB-NBC 4S 2023,12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home,Laptop,39990,66,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
383,zebronics,Zebronics ZEB-NBC 2S 2023,11th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home,Laptop,32990,60,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
384,primebook,Primebook PBMTWIFI11064 Wi-Fi,MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS,Laptop,12990,31,other,other,8,0,4,HDD,64,No secondary storage,0,arm,integrated,FALSE,11.6,1366,768,other,1
385,acer,Acer Aspire 5 A515-58GM 15 2023,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics,Gaming Laptop,63999,65,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
386,acer,Acer Nitro V ANV15-51 NH.QNASI.001,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,65990,62,intel,core i5,8,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
387,ultimus,Ultimus Lite NU14U4INC54BN-CS,Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home,Laptop,16490,47,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,14.1,1366,768,windows,1
388,hp,HP 15s-fy5007TU,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,53190,62,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
389,zebronics,Zebronics ZEB-NBC 5S,12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home,Laptop,50990,72,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
390,hp,HP Pavilion Plus 14-ey0789AU,AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11,Laptop,92590,70,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,FALSE,14,2880,1800,windows,1
391,hp,HP Omen 17-ck2008AX,13th Gen Core i7/ 16 GB RAM/ 1TB SSD/ Win 11/ 12GB Graphics,Gaming Laptop,259499,85,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,17.3,2560,1440,windows,1
392,hp,HP Omen 16-u0024TX,13th Gen Core i9/ 32GB/ 2TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,292999,88,intel,core i9,24,32,32,SSD,2048,No secondary storage,0,nvidia,dedicated,FALSE,16.1,2560,1600,windows,1
393,hp,HP Omen 17-cm2002TX,13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics,Gaming Laptop,165999,79,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
394,hp,HP Omen 16-u0022TX,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Gaming Laptop,168500,78,intel,core i7,16,24,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,2560,1600,windows,1
395,asus,Asus TUF Gaming F17 FX707ZC4-HX048WS,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,85990,70,intel,core i5,12,16,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
396,lenovo,Lenovo Yoga Slim 6 14IRH8 83E00015IN,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,Laptop,84990,58,intel,core i5,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
397,lenovo,Lenovo Yoga Slim 6 83E00006IN,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,80190,57,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
398,lenovo,Lenovo IdeaPad Pro 5 83AQ005SIN,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,109190,63,intel,core i7,14,20,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,3
399,lenovo,Lenovo IdeaPad Gaming 3 82K2027CIN,AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,54190,65,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
400,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101R3IN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,54190,69,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
401,asus,nan,Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS,Laptop,14990,38,intel,celeron,2,2,4,HDD,32,No secondary storage,0,intel,integrated,FALSE,11.6,1366,768,chrome,1
402,asus,Asus TUF Gaming F17 FX706HF-HX019W,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,66718,66,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
403,asus,Asus Vivobook 15 X1502ZA-EJ531WS,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,53990,51,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
404,asus,Asus Chromebook 14 CX1400CKA-EK0266,Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS,Laptop,20990,38,intel,celeron,2,2,8,SSD,128,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,chrome,1
405,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,78190,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
406,lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN,AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home,Laptop,39990,56,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
407,dell,Dell Inspiron 5430 IN5430FR0KC001ORS1,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,61990,53,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
408,hp,HP 15s-fy5006TU,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,38990,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
409,lenovo,Lenovo Yoga Slim 6 14IRH8 83E00007IN,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,93190,58,intel,core i7,14,20,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
410,lenovo,Lenovo Legion Pro 5 82WM00B7IN, AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,164190,84,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
411,lenovo,Lenovo Legion Pro 7 2023 82WQ007TIN,13th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph,Gaming Laptop,298990,85,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
412,lenovo,Lenovo Legion Slim 5 82YA00DXIN,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,139190,78,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
413,lenovo,Lenovo IdeaPad Slim 5 82XD005RIN,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,70190,58,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,2
414,lenovo,Lenovo Legion 5 Pro 82JQ010EIN,AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Laptop,103395,77,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
415,lenovo,Lenovo IdeaPad 1 82VG00ESIN,AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home,Laptop,39990,57,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
416,msi,MSI CreatorPro Z16 HX B13VKTO-214IN,13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ RTX 3000 Ada,Laptop,449990,89,intel,core i9,24,32,4,SSD,2048,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,2
417,lenovo,Lenovo IdeaPad Flex 5 14IRU8 82Y0004TIN,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,90000,65,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
418,lenovo,Lenovo IdeaPad 3 15IAU7 82RK00XDIN,12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home,Laptop,34990,57,intel,core i3,6,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
419,msi,MSI Bravo 15 B7ED-011IN,AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,79990,70,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,dedicated,FALSE,15.6,1920,1080,windows,1
420,hp,HP 14s-dr3002TU,Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home,Laptop,28990,47,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,windows,1
421,acer,Acer TravelMate P2 TMP214-53 Business,11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home,Laptop,49990,67,intel,core i7,4,8,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
422,acer,Acer Aspire 5 2023 A515-58GM,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics,Gaming Laptop,61700,65,intel,core i5,10,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
423,lenovo,Lenovo IdeaPad Slim 1 82VG00EVIN,AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,32990,57,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
424,lenovo,Lenovo IdeaPad Gaming 3 82K101PCIN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,49990,67,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
425,asus,Asus Vivobook 16 2023 X1605VA-MB957WS,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home,Laptop,86689,73,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,16,1920,1200,windows,1
426,acer,Acer Chromebook CB314-3H NX.K04SI.007,Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS,Laptop,25490,38,intel,celeron,2,2,8,SSD,128,No secondary storage,0,intel,integrated,FALSE,14,1280,1024,chrome,1
427,dell,Dell Inspiron 15 3511 IN35117W5CCS01ORB1,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,68028,53,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
428,hp,HP Zbook FireFly 14 G8 4F0W6PA,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ,Laptop,89999,70,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
429,asus,Asus Vivobook S14 Flip TN3402QA-LZ551WS,AMD Ryzen 5 5600H/ 16GB/ 1TB SSD/Win11,Laptop,69437,58,amd,ryzen 5,6,12,16,SSD,1024,No secondary storage,0,amd,integrated,TRUE,14,1920,1200,windows,1
430,asus,Asus Vivobook S14 Flip TN3402QA-LZ751WS,AMD Ryzen 7/ 16GB/ 1TB SSD/Win11,Laptop,73990,62,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,TRUE,14,1920,1200,windows,1
431,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00J5IN,AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home,Laptop,39990,58,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
432,lenovo,Lenovo IdeaPad Gaming 3 82SB00V4IN,AMD Ryzen 5 6600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,63712,60,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
433,lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN,AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,49990,62,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
434,lenovo,Lenovo IdeaPad Slim 3 82RK011DIN,12th Gen Core i3/ 8GB/ 256GB SSD/ Win11,Laptop,32990,51,intel,core i3,6,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
435,dell,Dell Vostro 3520,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,56340,57,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
436,lenovo,Lenovo IdeaPad 1 15AMN7 82VG00EQIN,AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home,Laptop,30190,46,amd,other,2,2,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1366,768,windows,1
437,dell,Dell Inspiron 15 3520 IN352092K4N001ORS1,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,56880,57,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
438,dell,Dell Vostro 3530,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,56990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
439,acer,Acer Aspire 5 A515-57 UN.K3JSI.013,12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home,Laptop,39990,58,intel,core i3,6,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
440,lenovo,Lenovo V14 G4,AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home,Laptop,29990,51,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
441,lenovo,Lenovo V15 G3 82TTA02UIH,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,46990,63,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
442,dell,Dell Inspiron 3520 15,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,50990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
443,lenovo,Lenovo Thinkpad E15 G4 21DJA0Y0IN,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,54990,64,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
444,dell,Dell Vostro 3525,AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11,Laptop,38990,56,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
445,msi,MSI Creator Pro M16 B13VJ-1272IN,13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph,Gaming Laptop,196580,83,intel,core i7,14,20,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,2
446,asus,Asus ROG Strix G16 2023 G614JJ-N3088WS,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,99990,70,intel,core i5,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
447,hp,HP 240 G9 821J4PA,12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11,Laptop,74999,64,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,windows,1
448,lenovo,Lenovo IdeaPad Slim 3i 82X70032IN,13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,42499,43,intel,core i3,5,6,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
449,lenovo,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN,AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,67990,69,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,TRUE,14,1920,1200,windows,1
450,asus,Asus ROG Strix G17 G713RC-HX109WS,AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,86189,71,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
451,lenovo,Lenovo IdeaPad 3 82H802L3IN,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,36650,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
452,hp,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC,12th Gen Core i7/ 16GB/ 1TB SSD/ Win11,Laptop,113999,75,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,16,1920,1200,windows,1
453,dell,Dell Inspiron 3530 15,13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home,Laptop,65990,57,intel,core i5,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
454,lenovo,Lenovo IdeaPad Slim 3 82H803HPIN,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,48990,59,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
455,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,49990,65,intel,core i5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
456,acer,Acer Aspire Lite 15 AL15-51,11th Gen Core i3/16GB/ 512GB SSD/ Win11,Laptop,34990,62,intel,core i3,2,4,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
457,lenovo,Lenovo Yoga 6 13ABR8 83B2007UIN,AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home,Laptop,86990,71,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,amd,integrated,TRUE,13.3,1920,1200,windows,1
